minute,team ,opposition,id,play_pos,event,x,y,outcome,secondary_outcome
19,Billingham,Harrogate,Ath13,centre,tackle,71,60,successful,
20,Billingham,Harrogate,Ath7,back row,tackle,78,15,successful,
20,Billingham,Harrogate,Ath29,back row,def pen con ,73,40,accidental knock on,
21,Billingham,Harrogate,Ath2,front row,tackle,95,57,missed,
21,Billingham,Harrogate,Ath10,half back,tackle,95,57,successful,
21,Billingham,Harrogate,Ath29,back row,tackle,95,54,successful,
21,Billingham,Harrogate,Ath7,back row,tackle,90,32,dominant,
21,Billingham,Harrogate,Ath12,centre,tackle,90,15,offload allowed,
21,Billingham,Harrogate,Ath11,back three,tackle,91,3,gl allowed,
21,Billingham,Harrogate,Ath15,back three,tackle,91,3,gl allowed,
21,Billingham,Harrogate,Ath7,back row,tackle,90,10,missed,
21,Billingham,Harrogate,Ath13,centre,tackle,93,6,gl allowed,
21,Billingham,Harrogate,Ath4,second row,tackle,94,16,successful,
21,Billingham,Harrogate,Ath2,front row,tackle,94,16,successful,
22,Billingham,Harrogate,Ath11,back three,tackle,93.5,20,successful,
22,Billingham,Harrogate,Ath15,back three,tackle,93.5,20,successful,
22,Billingham,Harrogate,Ath6,second row,tackle,93.5,23,missed,
22,Billingham,Harrogate,Ath1,front row,tackle,95,25,successful,
22,Billingham,Harrogate,Ath2,front row,tackle,95,25,successful,
22,Billingham,Harrogate,Ath15,back three,tackle,95.5,33,gl allowed,
22,Billingham,Harrogate,Ath11,back three,turnover won,98,33,jackel,
22,Billingham,Harrogate,Ath10,half back,kick,94,30,touch kick,
23,Billingham,Harrogate,Ath2,front row,LO Throw,68,0,unsuccessful,front
23,Billingham,Harrogate,Ath4,second row,LO catch ,68,5,error,error front
23,Billingham,Harrogate,Ath2,front row,carry,68,5,gls,error
24,Billingham,Harrogate,Ath2,front row,carry,63,17,gls,
25,Billingham,Harrogate,Ath29,back row,carry,63,17,gls,
25,Billingham,Harrogate,Ath15,back three,carry,70,50,open play,
25,Billingham,Harrogate,Ath15,back three,defender beaten,62,36,step,
25,Billingham,Harrogate,Ath1,front row,carry,60,5,gls,
25,Billingham,Harrogate,Ath15,back three,kick,48,6,touch kick,
26,Billingham,Harrogate,Ath2,front row,LO Throw,24,0,unsuccessful,
26,Billingham,Harrogate,Ath29,back row,LO catch ,24,15,error,error back
27,Billingham,Harrogate,Ath10,half back,handling error,32,24,knock on,
27,Billingham,Harrogate,Ath10,half back,kick,24,15,touch kick,
28,Billingham,Harrogate,Ath2,front row,LO Throw,10,0,unsuccessful,middle
28,Billingham,Harrogate,Ath8,back row,LO catch ,10,9,error,error middle
28,Billingham,Harrogate,Ath29,back row,carry,10,15,gls,
28,Billingham,Harrogate,Ath29,back row,atk pen con,10,15,holding on,
29,Billingham,Harrogate,Ath12,centre,tackle,32,35,missed,
29,Billingham,Harrogate,Ath2,front row,tackle,35,35,gl allowed,
29,Billingham,Harrogate,Ath5,second row,tackle,35,35,successful,
29,Billingham,Harrogate,Ath11,back three,tackle,40,65,missed,
29,Billingham,Harrogate,Ath7,back row,tackle,40,65,gl allowed,
29,Billingham,Harrogate,Ath11,back three,tackle,69,55.5,successful,
29,Billingham,Harrogate,Ath14,back three,kick rec,100,10,successful,
30,Billingham,Harrogate,Ath10,half back,kick,100,35,goal line dropout,
30,Billingham,Harrogate,Ath10,half back,kick rec,95,69,successful,
31,Billingham,Harrogate,Ath10,half back ,kick,7,63,touch kick,
31,Billingham,Harrogate,Ath12,centre,tackle,60,33,successful,
31,Billingham,Harrogate,Ath12,centre,tackle,60,15,missed,
31,Billingham,Harrogate,Ath2,front row,tackle,60,15,gl allowed,
31,Billingham,Harrogate,Ath12,centre,tackle,63,6,missed,
31,Billingham,Harrogate,Ath3,front row,tackle,70,5,successful,
31,Billingham,Harrogate,Ath13,centre,tackle,70,5,gl allowed,
32,Billingham,Harrogate,Ath8,back row,tackle,70,16,successful,
32,Billingham,Harrogate,Ath6,second row,tackle,72,53,missed,
32,Billingham,Harrogate,Ath7,back row,tackle,73,52,successful,
32,Billingham,Harrogate,Ath1,front row,tackle,74,52,missed,
32,Billingham,Harrogate,Ath10,half back ,def pen con ,76,2.5,high tackle,
33,Billingham,Harrogate,Ath7,back row,tackle,93,62,successful,
33,Billingham,Harrogate,Ath7,back row,tackle,93,56,successful,
33,Billingham,Harrogate,Ath29,back row,tackle,93,55,successful,
33,Billingham,Harrogate,Ath6,second row,tackle,94,52,missed,
33,Billingham,Harrogate,Ath3,front row,tackle,95,52,gl allowed,
33,Billingham,Harrogate,Ath2,front row,tackle,95,50,successful,
33,Billingham,Harrogate,Ath29,back row,tackle,95,50,successful,
33,Billingham,Harrogate,Ath2,front row,tackle,95,48,successful,
33,Billingham,Harrogate,Ath5,second row,tackle,95,48,successful,
33,Billingham,Harrogate,Ath6,second row,tackle,95,46,dominant,
33,Billingham,Harrogate,Ath5,second row,tackle,95,46,dominant,
33,Billingham,Harrogate,Ath6,second row,turnover won,95,46,forced error,
33,Billingham,Harrogate,Ath5,second row,turnover won,95,46,forced error,
33,Billingham,Harrogate,Ath10,half back,kick,92,36,open play,
34,Billingham,Harrogate,Ath12,centre,tackle,49,30,successful,
34,Billingham,Harrogate,Ath13,centre,tackle,49,30,successful,
34,Billingham,Harrogate,Ath10,half back ,kick,23,25,touch kick,
35,Billingham,Harrogate,Ath2,front row,LO Throw,5,0,successful,front
35,Billingham,Harrogate,Ath8,back row,LO catch ,5,5,successful,front
35,Billingham,Harrogate,Ath29,back row,carry,6,15,gls,
35,Billingham,Harrogate,Ath29,back row,defender beaten,5,15,ran over,
35,Billingham,Harrogate,Ath10,half back,try assist,3,32,NA,
35,Billingham,Harrogate,Ath6,second row,carry,3,35,gls,
35,Billingham,Harrogate,Ath6,second row,defender beaten,3,35,ran over,
35,Billingham,Harrogate,Ath6,second row,try,0,35.5,scored,
36,Billingham,Harrogate,Ath10,half back,kick,6,35,conversion,
38,Billingham,Harrogate,Ath8,back row,LO catch ,78,65,successful,front
38,Billingham,Harrogate,Ath10,half back,kick,82,51,open play,
38,Billingham,Harrogate,Ath15,back three,kick rec,70,37,successful,
38,Billingham,Harrogate,Ath15,back three,linebreak,70,37,open play,
38,Billingham,Harrogate,Ath13,centre,kick,53,16,open play,
38,Billingham,Harrogate,Ath14,back three,tackle,13,2,successful,
38,Billingham,Harrogate,Ath13,centre,def pen con ,13,5,not rolling,
38,Billingham,Harrogate,Ath2,front row,LO Throw,77,70,successful,front
38,Billingham,Harrogate,Ath8,back row,LO catch ,77,65,successful,front
39,Billingham,Harrogate,Ath8,back row,LO catch ,30,15,steal,
39,Billingham,Harrogate,Ath8,back row,carry,30,15,gls,
39,Billingham,Harrogate,Ath5,second row,carry,32,32,gls,
39,Billingham,Harrogate,Ath5,second row,defender beaten,32,29,step,
39,Billingham,Harrogate,Ath12,centre,pass error,29,50,interception,
39,Billingham,Harrogate,Ath6,second row,tackle,29,50,offload allowed,
39,Billingham,Harrogate,Ath12,centre,tackle,29,50,offload allowed,
40,Billingham,Harrogate,Ath12,centre,tackle,29,50,missed,
40,Billingham,Harrogate,Ath14,back three,tackle,92,50,missed,
41,Billingham,Harrogate,Ath10,half back,kick,50,35,kick off,
41,Billingham,Harrogate,Ath6,second row,tackle,76,57,missed,
41,Billingham,Harrogate,Ath8,back row,tackle,76,59,successful,
41,Billingham,Harrogate,Ath7,back row,def pen con ,77,50,high tackle,
42,Billingham,Harrogate,Ath12,centre,tackle,61,22,successful,
42,Billingham,Harrogate,Ath13,centre,tackle,62,15,missed,
42,Billingham,Harrogate,Ath2,front row,tackle,61,13,missed,
42,Billingham,Harrogate,Ath29,back row,tackle,60,9,gl allowed,
42,Billingham,Harrogate,Ath3,front row,tackle,55.5,18,successful,
42,Billingham,Harrogate,Ath7,back row,tackle,55.5,18,successful,
43,Billingham,Harrogate,Ath12,centre,tackle,60,55,successful,
43,Billingham,Harrogate,Ath8,back row,tackle,60,55,successful,
43,Billingham,Harrogate,Ath1,front row,tackle,65,53,successful,
43,Billingham,Harrogate,Ath13,centre,tackle,65,53,successful,
43,Billingham,Harrogate,Ath13,centre,turnover won,65,53,forced error,
43,Billingham,Harrogate,Ath9,half back,defender beaten,58,50,step,
43,Billingham,Harrogate,Ath9,half back,carry,60,35,gls,
43,Billingham,Harrogate,Ath29,back row,linebreak,67,19,open play,
43,Billingham,Harrogate,Ath9,half back,carry,88,7,tap pen,
43,Billingham,Harrogate,Ath2,front row,carry,93,15,open play,
43,Billingham,Harrogate,Ath29,back row,carry,95,15.5,gls,
43,Billingham,Harrogate,Ath5,second row,carry,98,20,gls,
44,Billingham,Harrogate,Ath5,second row, carry error,98,20,unforced error,
44,Billingham,Harrogate,Ath15,back three,tackle,99,16,successful,
44,Billingham,Harrogate,Ath2,front row,tackle,99,16,successful,
44,Billingham,Harrogate,Ath1,front row,def pen con ,100,15,offside,
45,Billingham,Harrogate,Ath6,second row,tackle,70,6,successful,
45,Billingham,Harrogate,Ath2,front row,kick rec,52,18,successful,
45,Billingham,Harrogate,Ath2,front row,defender beaten,52,18,fended,
46,Billingham,Harrogate,Ath2,front row,carry,52,18,kick return,
46,Billingham,Harrogate,Ath13,centre,linebreak,56,55,open play,
46,Billingham,Harrogate,Ath13,centre,try assist,73,56,NA,
46,Billingham,Harrogate,Ath14,back three,carry,76,66,support carry ,
46,Billingham,Harrogate,Ath14,back three,try,100,63,scored,
47,Billingham,Harrogate,Ath10,half back,kick,75,62,conversion,
48,Billingham,Harrogate,Ath8,back row,kick rec,25,53,successful,
48,Billingham,Harrogate,Ath8,back row,carry,25,53,kick return,
48,Billingham,Harrogate,Ath10,half back ,kick,24,29,open play,
48,Billingham,Harrogate,Ath15,back three,kick rec,27,17,successful,
48,Billingham,Harrogate,Ath15,back three,carry,27,17,kick return,
48,Billingham,Harrogate,Ath15,back three,defender beaten,30,16,step,
48,Billingham,Harrogate,Ath15,back three,defender beaten,30,19,step,
48,Billingham,Harrogate,Ath1,front row,carry,38,13,gls,
48,Billingham,Harrogate,Ath5,second row,carry,40,17,gls,
48,Billingham,Harrogate,Ath8,back row,tackle,42,18,missed,
48,Billingham,Harrogate,Ath6,second row,tackle,40,18,successful,
49,Billingham,Harrogate,Ath3,front row,tackle,41,56,missed,
49,Billingham,Harrogate,Ath3,front row,tackle,27,64,gl allowed,
49,Billingham,Harrogate,Ath2,front row,tackle,27,64,successful,
49,Billingham,Harrogate,Ath13,centre,tackle,28,53,successful,
49,Billingham,Harrogate,Ath29,back row,tackle,30,34,successful,
50,Billingham,Harrogate,Ath2,front row,LO Throw,12,0,unsuccessful,front
50,Billingham,Harrogate,Ath8,back row,LO catch ,12,5,error,front
50,Billingham,Harrogate,Ath10,half back,kick,12,5,touch kick,
51,Billingham,Harrogate,Ath13,centre,tackle,29,51,gl allowed,
51,Billingham,Harrogate,Ath13,centre,turnover won,29,51,ripped,
51,Billingham,Harrogate,Ath10,half back,kick,29,51,touch kick,
52,Billingham,Harrogate,Ath15,back three,carry,46,15,open play,
52,Billingham,Harrogate,Ath2,front row,LO Throw,42,0,unsuccessful,back
52,Billingham,Harrogate,Ath6,second row,LO catch ,42,13,error,back
52,Billingham,Harrogate,Ath2,front row,LO Throw,56,70,unsuccessful,back
52,Billingham,Harrogate,Ath8,back row,LO catch ,56,58,error,back
52,Billingham,Harrogate,Ath2,front row,carry,48,30,open play,
52,Billingham,Harrogate,Ath2,front row,defender beaten,48,30,ran over,
52,Billingham,Harrogate,Ath2,front row,defender beaten,52,30,ran over,
52,Billingham,Harrogate,Ath10,half back ,kick,49,34.5,open play,
55,Billingham,Harrogate,Ath10,half back ,kick,48,30,touch kick,
55,Billingham,Harrogate,Ath2,front row,LO Throw,78,0,successful,front
55,Billingham,Harrogate,Ath8,back row,LO catch ,78,5,successful,front
56,Billingham,Harrogate,Ath6,second row,carry,82,16,open play,
56,Billingham,Harrogate,Ath13,centre,carry,81,20,gls,
56,Billingham,Harrogate,Ath13,centre,defender beaten,81,20,ran over,
56,Billingham,Harrogate,Ath9,half back,pass error,81,20,NA,
56,Billingham,Harrogate,Ath15,back three,carry,90,52,tap pen,
56,Billingham,Harrogate,Ath11,back three,carry,95,60,tap pen support,
56,Billingham,Harrogate,Ath29,back row,carry,96,55,open play,
56,Billingham,Harrogate,Ath7,back row,carry,96,45,open play,
57,Billingham,Harrogate,Ath1,front row,carry,81,5,open play,
57,Billingham,Harrogate,Ath1,front row,defender beaten,81,5,fended,
57,Billingham,Harrogate,Ath7,back row,carry,80,14,gls,
57,Billingham,Harrogate,Ath10,half back,kick,93,7,touch kick,
58,Billingham,Harrogate,Ath16,front row,LO Throw,95,0,successful,middle
58,Billingham,Harrogate,Ath3,front row,LO catch ,95,12,successful,middle
58,Billingham,Harrogate,Ath3,front row,carry,95,12,gls,
58,Billingham,Harrogate,Ath5,second row,carry,95,14,gls,
59,Billingham,Harrogate,Ath29,back row,try,100,15,scored,
60,Billingham,Harrogate,Ath10,half back ,kick,27,15,conversion,
61,Billingham,Harrogate,Ath14,back three,kick rec,23,67,successful,
61,Billingham,Harrogate,Ath14,back three,defender beaten,23,67,step,
61,Billingham,Harrogate,Ath14,back three,carry,23,67,kick return,
61,Billingham,Harrogate,Ath16,front row,carry,23,49,gls,
61,Billingham,Harrogate,Ath16,front row,offload,23,49,successful,
61,Billingham,Harrogate,Ath7,back row,carry,30,35,support carry ,
61,Billingham,Harrogate,Ath6,second row,carry,35,15,gls,
61,Billingham,Harrogate,Ath15,back three,kick,37,35,open play,
61,Billingham,Harrogate,Ath27,centre,tackle,46,57,successful,
61,Billingham,Harrogate,Ath12,centre,tackle,46,57,successful,
61,Billingham,Harrogate,Ath29,back row,tackle,50,40,gl allowed,
61,Billingham,Harrogate,Ath6,second row,tackle,40,19,gl allowed,
62,Billingham,Harrogate,Ath10,half back,kick,11,15,touch kick,
63,Billingham,Harrogate,Ath16,front row,LO Throw,62,0,successful,front
63,Billingham,Harrogate,Ath5,second row,LO catch ,62,5,successful,front
63,Billingham,Harrogate,Ath27,centre,carry,52,35.5,gls,
63,Billingham,Harrogate,Ath27,centre,defender beaten,63,35.5,ran over,
63,Billingham,Harrogate,Ath7,back row,carry,73,55,gls,
63,Billingham,Harrogate,Ath27,centre,carry,76,39,open play,
63,Billingham,Harrogate,Ath27,centre,offload,76,39,successful,
63,Billingham,Harrogate,Ath10,half back ,pass error,86,18,forward,
66,Billingham,Harrogate,Team ,forwards,scrum pen,80,15,wheeling,
66,Billingham,Harrogate,Ath29,back row,tackle,54,14,dominant,
67,Billingham,Harrogate,Ath16,front row,tackle,61,27,successful,
67,Billingham,Harrogate,Ath8,back row,tackle,62,27,dominant,
67,Billingham,Harrogate,Ath7,back row,tackle,64,38,successful,
67,Billingham,Harrogate,Ath6,second row,tackle,65,38,successful,
67,Billingham,Harrogate,Ath11,back three,kick rec,22,3,successful,
67,Billingham,Harrogate,Ath11,back three,carry,22,3,kick return,
67,Billingham,Harrogate,Ath9,half back ,kick,28,5,open play,
68,Billingham,Harrogate,Ath16,front row,LO Throw,56,0,unsuccessful,back
68,Billingham,Harrogate,Ath29,back row,LO catch ,56,10,error,back
68,Billingham,Harrogate,Ath15,half back ,tackle,52,20,gl allowed,
68,Billingham,Harrogate,Ath22,half back ,tackle,52,20,successful,
69,Billingham,Harrogate,Ath27,centre,tackle,52,54,missed,
69,Billingham,Harrogate,Ath14,back three,interception,24,55,successful,
70,Billingham,Harrogate,Ath15,half back ,kick,18,52,open play,
70,Billingham,Harrogate,Ath1,front row,kick,27,15,open play,
71,Billingham,Harrogate,Ath7,back row,tackle,52,5,successful,
72,Billingham,Harrogate,Ath29,back row,tackle,54,15,successful,
72,Billingham,Harrogate,Ath17,front row,tackle,54,15,successful,
72,Billingham,Harrogate,Ath12,centre,tackle,57,47,offload allowed,
72,Billingham,Harrogate,Ath27,centre,tackle,57,53,missed,
72,Billingham,Harrogate,Ath16,front row,tackle,57,53,successful,
72,Billingham,Harrogate,Ath16,front row,tackle,53,60,successful,
72,Billingham,Harrogate,Ath15,half back,tackle,53,60,successful,
72,Billingham,Harrogate,Ath6,second row,tackle,55,51,successful,
72,Billingham,Harrogate,Ath29,back row,tackle,59,33,successful,
72,Billingham,Harrogate,Ath4,second row,tackle,60,15,successful,
72,Billingham,Harrogate,Ath7,back row,tackle,60,15,successful,
72,Billingham,Harrogate,Ath16,front row,tackle,60,32,successful,
73,Billingham,Harrogate,Ath27,centre,charge down,61,50,successful,
73,Billingham,Harrogate,Ath29,back row,tackle,60,43,successful,
73,Billingham,Harrogate,Ath16,front row,turnover won,60,43,jackel,
73,Billingham,Harrogate,Ath8,back row,carry,42,49,open play,
73,Billingham,Harrogate,Ath17,front row,carry,53,34.5,gls,
73,Billingham,Harrogate,Ath15,half back,carry,59,30,gls,
73,Billingham,Harrogate,Ath22,half back ,kick,59,30,open play,
73,Billingham,Harrogate,Ath11,back three,tackle,100,5,successful,
73,Billingham,Harrogate,Ath11,back three,turnover won,100,5,forced error,
74,Billingham,Harrogate,Ath22,half back ,carry,91,5,open play,
74,Billingham,Harrogate,Ath8,back row,carry,89,18,open play,
74,Billingham,Harrogate,Ath6,second row,carry,81,21,open play,
75,Billingham,Harrogate,Ath12,centre,kick,74,18,error,
76,Billingham,Harrogate,Ath27,centre,tackle,70,55,gl allowed,
76,Billingham,Harrogate,Ath29,back row,tackle,69,52,gl allowed,
76,Billingham,Harrogate,Ath8,back row,tackle,69,52,successful,
76,Billingham,Harrogate,Ath1,front row,tackle,64,31,successful,
77,Billingham,Harrogate,Ath29,back row,def pen con ,10,5,maul offside,
80,Billingham,Harrogate,Ath10,half back ,kick,50,35,kick off,
80,Billingham,Harrogate,Ath6,second row,handling error,70,5,knock on,
80,Billingham,Harrogate,Ath11,back three,tackle,75,4,successful,
80,Billingham,Harrogate,Ath7,back row,tackle,76,13,successful,
80,Billingham,Harrogate,Ath4,second row,tackle,76,13,successful,
81,Billingham,Harrogate,Ath10,half back,tackle,68,18,gl allowed,
81,Billingham,Harrogate,Ath29,back row,tackle,68,18,successful,
82,Billingham,Harrogate,Ath29,back row,carry,76,57,open play,
82,Billingham,Harrogate,Ath29,back row,offload,76,57,successful,
82,Billingham,Harrogate,Ath11,back three,linebreak,75,5,open play,
82,Billingham,Harrogate,Ath11,back three,defender beaten,75,5,step,
82,Billingham,Harrogate,Ath14,back three,carry,90,4,support carry ,
82,Billingham,Harrogate,Ath11,back three,try assist,92,1,NA,
82,Billingham,Harrogate,Ath14,back three,try,100,15,scored,
1,Billingham,Tynedale,Ath10,half back,kick off,50,35,successful,
1,Billingham,Tynedale,Ath7,back row,tackle,28,51,successful,
2,Billingham,Tynedale,Ath13,centre,tackle,35,15.5,offload allowed,
2,Billingham,Tynedale,Ath14,back three,tackle,48,3,missed,
2,Billingham,Tynedale,Ath13,centre,tackle,51,5,successful,
2,Billingham,Tynedale,Ath11,back three,tackle,59,64,successful,
2,Billingham,Tynedale,Ath1,front row,handling error,59,64,ruck,
3,Billingham,Tynedale,Ath10,half back,tackle,63,50,gl allowed,
3,Billingham,Tynedale,Ath12,centre,tackle,63,50,gl allowed,
3,Billingham,Tynedale,Ath13,centre,tackle,66,35,missed,
3,Billingham,Tynedale,Ath14,back three,tackle,70,25,gl allowed,
